X,Y,OBJECTID,STUSAB,NAME,ID
-106.26991074,31.636910259,95,TX,Aldama Estates,M0710011
-106.303070835,31.6566063720001,96,TX,Algodon,M0710012
-106.260114944,31.623695377,97,TX,Aljo Estates,M0710013
-106.28018086,31.613693837,98,TX,Angie Subd.,M0710015
-106.05838318,31.6155284210001,99,TX,Arrowhead Estates,M0710016
-106.140387056,31.6185413430001,100,TX,Ascension Park Estates,M0710017
-106.221436465,31.6164707770001,101,TX,Athena West,M0710018
-106.169074909,31.866769291,102,TX,B & D Estates,M0710019
-106.283414591,31.67010478,103,TX,Bagge Estates,M0710020
-106.254988834,31.636337801,104,TX,Bauman Estates,M0710021
-106.263230356,31.6389519410001,105,TX,Bauman Estates #2,M0710022
-106.265169745,31.634511601,106,TX,Bauman Estates #3,M0710023
-106.25621973,31.612843275,107,TX,Bejar Estates,M0710024
-106.269945353,31.646348274,108,TX,Belen Plaza,M0710025
-106.275534441,31.562039446,109,TX,Bosque Bonito #1,M0710026
-106.278832948,31.566816616,110,TX,Bosque Bonito #2,M0710027
-106.266198349,31.600773368,111,TX,Brinkmann,M0710029
-106.051334072,31.8394766850001,112,TX,Buena Suerte Estates,M0710030
-106.175172875,31.8413391340001,113,TX,Bueno Terrace Estates,M0710031
-106.292550263,31.6516064750001,114,TX,Buford View Estates,M0710032
-106.239623049,31.6037008540001,115,TX,Burbridge Acres,M0710033
-106.144904862,31.6812859180001,116,TX,Burnett Ranchettes,M0710034
-106.097575904,31.8331396670001,117,TX,Butterfield City #1,M0710035
-106.097607278,31.8364187120001,118,TX,Butterfield City #2,M0710036
-106.093957464,31.8332385,119,TX,Butterfield City #3,M0710037
-106.069291089,31.854406661,120,TX,Butterfield City #4,M0710038
-106.275413711,31.670757741,121,TX,Calcutta Subd.,M0710039
-106.069259725,31.8342986430001,122,TX,Camel Back Estates,M0710040
-106.251629847,31.5915602590001,123,TX,Campo Bello Estates,M0710042
-106.598583221,31.9313598730001,124,TX,Canutillo Industrial Park,M0710043
-106.596031398,31.9134835520001,125,TX,Canutillo Townsite,M0710044
-106.054891992,31.611974714,126,TX,Cattlemans North Ranchos,M0710045
-106.059660512,31.651995637,127,TX,Cattlemans North Ranchos #3,M0710047
-106.251863409,31.666920046,128,TX,Cielo Azul #1,M0710048
-106.25026172,31.668074389,129,TX,Cielo Azul #2,M0710049
-106.169454698,31.813844412,130,TX,Cindy Estates,M0710050
-106.046579975,31.56246645,131,TX,Cliff View Estates,M0710051
-106.22833992,31.5856940210001,132,TX,Clint Townsite,M0710052
-106.133449975,31.6667966150001,133,TX,Cochran Mobile Park,M0710053
-106.126918447,31.6440495680001,134,TX,College Park Addition,M0710054
-106.280288518,31.578136226,135,TX,Colonia De Las Azaleas,M0710055
-106.283059362,31.5820752990001,136,TX,Colonia De Las Azaleas #2,M0710056
-107.16415654,32.6596145610001,137,NM,El Milagro,local ID# n/a
-106.653712512,32.1378883200001,138,NM,Del Cerro,local ID# n/a
-106.68542949,32.036636415,139,NM,Chamberino,local ID# n/a
-106.64143582,32.4279040320001,140,NM,Moongate,local ID# n/a
-108.273603548,32.7808680810001,141,NM,Silver City,local ID# n/a
-108.153321794,32.7772988900001,142,NM,Santa Clara,local ID# n/a
-108.29255774,32.806424484,143,NM,Cottage San,local ID# n/a
-107.869108708,32.627661672,144,NM,Dwyer,local ID# n/a
-107.990782961,32.5546991080001,145,NM,Faywood,local ID# n/a
-108.06929442,32.8697483600001,146,NM,Fierro,local ID# n/a
-109.707500145,32.689228879,147,AZ,Artesia,local ID# n/a
-109.946914769,32.6190594510001,148,AZ,Bonita/Fort Grant,local ID# n/a
-109.634917463,32.816498401,149,AZ,Solomon,local ID# n/a
-109.678239517,32.8172831270001,150,AZ,Lonestar,local ID# n/a
-109.627282806,32.835231832,151,AZ,Sanchez,local ID# n/a
-109.591190156,32.821055556,152,AZ,San Jose,local ID# n/a
-109.965966761,33.0376534920001,153,AZ,Fort Thomas,local ID# n/a
-109.894052977,32.9615183540001,154,AZ,Bryce/Eden,local ID# n/a
-109.82807147,32.896227491,155,AZ,Pima,local ID# n/a
-110.340660908,32.8470380840001,156,AZ,Klondike,local ID# n/a
-109.29182424,33.0232198200001,157,AZ,Clifton,local ID# n/a
-109.104751016,32.7215517540001,158,AZ,Duncan (including Hunter Estates Annex),local ID# n/a
-111.194950366,32.451492597,159,AZ,Adonis Neighborhood,local ID# n/a
-111.210905148,32.465491016,160,AZ,Marana Estates Neighborhood,local ID# n/a
-111.214880731,32.454990405,161,AZ,Marana Vista Estates Neighborhood,local ID# n/a
-111.215566015,32.4474522720001,162,AZ,Yoem Pueblo/Sandario Neighborhood,local ID# n/a
-111.227786928,32.436487716,163,AZ,Honea Heights Neighborhood,local ID# n/a
-111.271759366,32.45801708,164,AZ,Berry Acres Neighborhood,local ID# n/a
-111.25319957,32.4706377410001,165,AZ,Price Lane Neighborhood,local ID# n/a
-110.944673601,32.0740589000001,166,AZ,South Tucson,local ID# n/a
-111.052351264,31.5875436220001,167,AZ,Carmen,local ID# n/a
-111.051803989,31.5592070530001,168,AZ,Tumacacori,local ID# n/a
-110.524277483,31.6598772900001,169,AZ,Elgin,local ID# n/a
-110.753965522,31.540672004,170,AZ,Patagonia,local ID# n/a
-110.955155765,31.3969485210001,171,AZ,Chula Vista,local ID# n/a
-110.959736227,31.413009883,172,AZ,Firestone Gardens,local ID# n/a
-110.9567619,31.405812014,173,AZ,Pete Kitchen,local ID# n/a
-110.934664639,31.3370455900001,174,AZ,Nogales - East Quadrant,local ID# n/a
-110.94618123,31.3421852270001,175,AZ,Nogales - West Quadrant,local ID# n/a
-110.927526255,31.3473248620001,176,AZ,Nogalitos Neighborhood,local ID# n/a
-113.946478521,32.695585861,177,AZ,Tacna,local ID# n/a
-114.141361402,32.6723136190001,178,AZ,Wellton - Historic Townsite,local ID# n/a
-114.527728535,32.7000627240001,179,AZ,El Prado Estates,local ID# n/a
-114.618566833,32.70775266,180,AZ,Speese Addition,local ID# n/a
-114.660350182,32.7185368310001,181,AZ,Avenue B & C Neighborhood,local ID# n/a
-114.67801768,32.709387307,182,AZ,Donovan Estates,local ID# n/a
-114.712567285,32.662749956,183,AZ,Wall Lane,local ID# n/a
-114.707005295,32.6463687950001,184,AZ,Drysdale,local ID# n/a
-114.640811176,32.645551562,185,AZ,Padre Ranchitos,local ID# n/a
-114.654355529,32.594806697,186,AZ,Rancho Mesa Verde,local ID# n/a
-114.661320212,32.5989933590001,187,AZ,Orange Grove Mobile Manor,local ID# n/a
-114.784444182,32.5567376020001,188,AZ,Gladsden,local ID# n/a
-113.523291469,32.829178267,189,AZ,Dateland,local ID# n/a
-114.673027578,32.569271277,190,AZ,Cocopah Native American Reservation,local ID# n/a
-106.152338921,31.819065245,191,TX,Acacia Grove,M0710002
-106.631501158,31.9071600770001,192,TX,Adelante Estates,M0710003
-106.301861641,31.6512176260001,193,TX,Adobe,M0710004
-106.144992799,31.666696695,194,TX,Agua Dulce,M0710005
-106.140866563,31.6560077230001,195,TX,Agua Dulce #2,M0710006
-106.142590704,31.663054355,196,TX,Agua Dulce #3,M0710007
-106.141815588,31.6666975950001,197,TX,Agua Dulce #4,M0710008
-106.139075767,31.656020127,198,TX,Agua Dulce #5,M0710009
-108.802752872,33.4032435450001,199,NM,Mogollon,local ID# n/a
-108.605672964,33.3911987330001,200,NM,Willow Creek,local ID# n/a
-107.776986011,32.137981236,201,NM,Sunshine,local ID# n/a
-107.763487328,32.310539749,202,NM,Keeler Farm,local ID# n/a
-107.468254262,32.216338185,203,NM,Franklin,local ID# n/a
-107.643787101,31.8354816560001,204,NM,Columbus,local ID# n/a
-107.922374395,32.472177833,205,NM,Catfish Farms,local ID# n/a
-104.397191018,32.8604949620001,206,NM,Morningside Subdivision,local ID# n/a
-104.295350087,32.8309907280001,207,NM,Riverside,local ID# n/a
-104.193423891,32.3938212800001,208,NM,Otis (Livingston Wheeler Subdivision),local ID# n/a
-107.245753319,33.1598316280001,209,NM,Butte City,local ID# n/a
-106.867268488,33.917711373,210,NM,San Antonio,local ID# n/a
-105.601755388,33.3296788870001,211,NM,Ruidoso Downs,local ID# n/a
-105.707933166,33.55532902,212,NM,Nogal,local ID# n/a
-104.096776319,32.286979896,213,NM,Loving,local ID# n/a
-115.513709812,32.978671365,214,CA,Brawley County Water District,local ID# n/a
-115.503162335,32.687832036,215,CA,Kloke Tract,local ID# n/a
-115.493531612,32.6831030440001,216,CA,C.N. Perry,local ID# n/a
-115.575237607,32.821420129,217,CA,Imperial South,local ID# n/a
-115.56307761,32.8473150090001,218,CA,Imperial East,local ID# n/a
-115.563724822,32.8099679420001,219,CA,El Dorado,local ID# n/a
-115.690713226,32.7935812870001,220,CA,Seeley,local ID# n/a
-115.582072334,32.9816964610001,221,CA,Poe,local ID# n/a
-115.513873616,33.2388105520001,222,CA,Niland,local ID# n/a
-115.72989219,33.3507906780001,223,CA,Bombay Beach,local ID# n/a
-115.518297343,32.72526558,224,CA,Heber,local ID# n/a
-116.005759444,32.741362768,225,CA,Ocotillo,local ID# n/a
-114.631382767,32.737476316,226,CA,Winterhaven,local ID# n/a
-114.72804837,33.4279522750001,227,CA,Palo Verde,local ID# n/a
-116.01074838,33.3750984980001,228,CA,Salton Sea Beach,local ID# n/a
-110.317648133,31.9617932800001,229,AZ,Prickly Pear Cactus Neighborhood,local ID# n/a
-110.292706622,31.9607415580001,230,AZ,Patrick Dr. Valley View Neighborhood,local ID# n/a
-98.013459896,26.309264511,231,TX,Colonia Delmiro Jackson,M1080862
-98.1609190029999,26.252365937,232,TX,COLONIA ESPERANZA #2,M1080863
-98.160232215,26.251949063,233,TX,COLONIA ESPERANZA #3,M1080864
-98.028027918,26.1987844240001,234,TX,Dimas #1,M1080865
-98.0430950419999,26.2021116990001,235,TX,Donna Heights North,M1080866
-98.111231292,26.1620590640001,236,TX,Eagle Heights,M1080867
-106.280235615,31.586626573,237,TX,Colonia De Las Azaleas #3,M0710057
-106.275044762,31.580996113,238,TX,Colonia De Las Dalias,M0710058
-106.275951075,31.570615241,239,TX,Colonia De Las Dalias #2,M0710059
-106.155685463,31.608572221,240,TX,Colonia Del Paso,M0710060
-106.254462364,31.5744025870001,241,TX,Colonia del Rio #1,M0710061
-106.250466325,31.5724237910001,242,TX,Colonia del Rio #2,M0710062
-106.247276332,31.5729168830001,243,TX,Colonia del Rio #3,M0710063
-106.215647221,31.5728413590001,244,TX,Connington Subd.,M0710064
-106.237838197,31.6224793280001,245,TX,Cotton Valley Estates,M0710065
-106.262602053,31.647661477,246,TX,Country Green Addition,M0710066
-106.175213827,31.8054759670001,247,TX,Cowlitz Estates,M0710067
-106.269029118,31.570432295,248,TX,Cuna Del Valle,M0710068
-106.152305878,31.631026052,249,TX,Dairyland,M0710069
-106.173247745,31.7990011630001,250,TX,Dakota Estates,M0710070
-106.171893973,31.807155274,251,TX,Dawn Estates,M0710071
-106.155198559,31.8118131860001,252,TX,Deerfield Industrial Park,M0710072
-106.157894641,31.8038250050001,253,TX,Deerfield Park,M0710073
-106.154059244,31.8063372280001,254,TX,Deerfield Park #2,M0710074
-106.167802176,31.7952223360001,255,TX,Deerfield Park #3,M0710075
-106.280017087,31.6703835280001,256,TX,Delip Subd.,M0710076
-106.142040871,31.824461684,257,TX,Desert Meadows Estates #2,M0710078
-106.166581761,31.801303138,258,TX,Desert Vista,M0710079
-106.102191553,31.601083037,259,TX,East Clint Estates,M0710081
-106.177157093,31.822810728,260,TX,East Wind Estates,M0710082
-106.067188803,31.861645955,261,TX,Eisenberg Estates,M0710083
-106.294130874,31.6102807710001,262,TX,El Gran Valle,M0710085
-106.298290718,31.6084743420001,263,TX,El Gran Valle #2,M0710086
-106.220768972,31.649621247,264,TX,El Paso Hills #1,M0710087
-106.218823359,31.645858719,265,TX,El Paso Hills #2,M0710088
-106.219640823,31.6436458380001,266,TX,El Paso Hills #3,M0710089
-106.22066128,31.6397268640001,267,TX,El Paso Hills #4,M0710090
-106.226015697,31.6479799200001,268,TX,El Paso Hills #5,M0710091
-106.225617493,31.652244974,269,TX,El Paso Hills #6,M0710092
-106.231093425,31.651892011,270,TX,El Paso Hills #7,M0710093
-106.230440704,31.640925972,271,TX,El Paso Hills #8,M0710094
-106.272858075,31.65270616,272,TX,Ellen Park,M0710095
-106.155993352,31.854445378,273,TX,Faith Acres,M0710097
-106.161385424,31.830068205,274,TX,Fern Village #1,M0710098
-106.192526066,31.824852331,275,TX,Flamingo Addition,M0710099
-106.268274792,31.611084426,276,TX,Flor Del Rio,M0710100
-108.708814836,33.0369241540001,277,NM,Buckhorn,local ID# n/a
-108.965355214,32.852308065,278,NM,Carlisle,local ID# n/a
-108.621065633,32.9687195970001,279,NM,Cliff,local ID# n/a
-108.089880054,32.816766113,280,NM,Hanover,local ID# n/a
-106.57998,31.80672,281,NM,Sunland Park,local ID# n/a
-106.664087587,31.949199164,282,NM,La Union,local ID# n/a
-106.376978476,32.0250133340001,283,NM,Chaparral,local ID# n/a
-106.65101,32.1292299990001,284,NM,Vado,local ID# n/a
-106.705995844,32.121121057,285,NM,La Mesa,local ID# n/a
-106.69343,32.1629799990001,286,NM,Mesquite,local ID# n/a
-106.728642881,32.1518985430001,287,NM,San Miguel,local ID# n/a
-106.755546322,32.2696675930001,288,NM,Tortugas,local ID# n/a
-106.815839999,32.390929999,289,NM,Dona Ana,local ID# n/a
-106.90642,32.4847399990001,290,NM,Fort Selden,local ID# n/a
-107.06613,32.6724599990001,291,NM,Rincon,local ID# n/a
-107.21216,32.709889999,292,NM,Salem,local ID# n/a
-107.134779152,32.6562765890001,293,NM,Rodey,local ID# n/a
-106.823345726,32.3203133170001,294,NM,Winterhaven,local ID# n/a
-106.768930558,32.248824089,295,NM,San Pablo,local ID# n/a
-106.812851585,32.3569658750001,296,NM,San Ysidro,local ID# n/a
-107.16864211,32.6650411000001,297,NM,Placitas,local ID# n/a
-106.601565989,32.426579846,298,NM,Organ,local ID# n/a
-106.852206525,32.32564031,299,NM,Old Picacho,local ID# n/a
-106.657018276,32.405775266,300,NM,Mountain View,local ID# n/a
-106.607815137,32.0380220330001,301,NM,Montana Vista,local ID# n/a
-106.896151075,32.464508315,302,NM,Leasburg,local ID# n/a
-106.620791667,32.0508127320001,303,NM,Las Palmeras,local ID# n/a
-106.630984657,32.040148147,304,NM,Joy Drive Subdivision,local ID# n/a
-106.853056809,32.42557176,305,NM,Hill,local ID# n/a
-107.26501257,32.750482258,306,NM,Garfield,local ID# n/a
-106.925772164,32.4894903740001,307,NM,Radium Springs,local ID# n/a
-106.859255612,32.2937588680001,308,NM,Fairacres,local ID# n/a
-109.866493302,32.218901359,309,AZ,Winchester Heights,local ID# n/a
-110.333018359,31.6203796680001,310,AZ,Lower Huachuca City,local ID# n/a
-110.294471126,31.5573457990001,311,AZ,Fry Townsite,local ID# n/a
-110.869440118,33.399060515,312,AZ,Miami,local ID# n/a
-106.012122737,31.9406362070001,313,TX,Hueco Mountain Estates #7,M0710135
-106.079600963,31.9193210980001,314,TX,Hueco Mountain Estates #8,M0710136
-106.069281259,31.868948002,315,TX,Hueco Valley Subd.,M0710138
-106.018133021,31.889010265,316,TX,Indian Hills,M0710139
-106.171939194,31.7984494250001,317,TX,Jason Estates,M0710140
-106.137389739,31.8469331090001,318,TX,John-Michael Estates,M0710141
-106.143386869,31.8520555100001,319,TX,Jurassic Commercial Park,M0710142
-106.167063748,31.8173551690001,320,TX,Kenna Estates,M0710143
-106.17059199,31.801665696,321,TX,Knotts Acres,M0710144
-106.275874715,31.656305328,322,TX,La Fuente,M0710145
-106.285434977,31.645994192,323,TX,La Jolla,M0710146
-106.300534284,31.6546885660001,324,TX,La Junta Addition,M0710147
-106.604430561,31.9171556210001,325,TX,La Union Estates,M0710148
-106.048907598,31.611972945,326,TX,Lake Valley Estates #1,M0710046
-106.107872247,31.6810505940001,327,TX,Lake Way Estates #1,M0710149
-106.103347206,31.6808165640001,328,TX,Lake Way Estates #2,M0710150
-106.112821973,31.681052779,329,TX,Lake Way Estates #3,M0710151
-106.26254108,31.5890453690001,330,TX,Las Aves,M0710152
-106.179056264,31.8111905760001,331,TX,Las Casitas #1,M0710153
-106.180603745,31.8145542350001,332,TX,Las Casitas #2,M0710154
-106.180847427,31.8068008230001,333,TX,Las Casitas #3,M0710155
-106.282779338,31.64158974,334,TX,Las Milpas #2,M0710156
-106.282368362,31.640984019,335,TX,Las Milpas Addition,M0710157
-106.289467204,31.80205835,336,TX,Las Palmas,M0710158
-106.286202397,31.800959307,337,TX,Las Palmas #2,M0710159
-106.26589924,31.5685378090001,338,TX,Las Pampas #1,M0710160
-106.617909671,31.9623367790001,339,TX,Vinton Acres #1,M0710272
-106.140074557,31.8331423000001,340,TX,Vista Acres,M0710273
-106.139209,31.8752697370001,341,TX,Vista De Lomas #1,M0710274
-106.133403953,31.8713033990001,342,TX,Vista De Lomas #2,M0710275
-106.185565137,31.8100921120001,343,TX,Vista Del Este,M0710276
-106.194974985,31.6097512000001,344,TX,Vista Larga,M0710277
-106.184130098,31.6033872290001,345,TX,Vista Larga #2,M0710278
-106.171850934,31.8006912660001,346,TX,Vizcaino Estates,M0710279
-106.147494456,31.8466942110001,347,TX,Western Heritage Estates,M0710281
-106.5786369,31.964586953,348,TX,Westway #1,M0710282
-106.581572979,31.965576803,349,TX,Westway #2,M0710283
-106.573648063,31.961526346,350,TX,Westway #3,M0710284
-106.575354338,31.958243415,351,TX,Westway #4,M0710285
-106.574366324,31.953500116,352,TX,Westway #6,M0710286
-106.577820189,31.966663414,353,TX,Westway #7,M0710287
-106.262180246,31.5831300030001,354,TX,Wilbourn Addition,M0710288
-106.084739043,31.9259033290001,355,TX,Wilco,M0710293
-106.210638351,31.5919722940001,356,TX,Wildhorse Valley,M0710289
-106.273284313,31.646643721,357,TX,Wilton Acres,M0710290
-106.283761118,31.648281045,358,TX,Wiseman Estates,M0710291
-106.268354212,31.579829885,359,TX,Madrilena,M0710170
-106.26409887,31.651474986,360,TX,Mary Lou Park,M0710171
-106.161105569,31.8328098320001,361,TX,May Estates,M0710172
-106.599315026,31.9371083570001,362,TX,Mayfair Subd.,M0710173
-106.601874795,31.9384201870001,363,TX,Mayfair Subd. #2,M0710174
-106.598774893,31.937952479,364,TX,Mayfair Subd. #3,M0710175
-100.480329345,28.680226889,365,TX,Morales #2 West,M1620074
-100.490814907,28.673674357,366,TX,Green Acres #1 & 2,M1620030
-100.494700374,28.6737575930001,367,TX,Paisano Heights,M1620055
-100.481702157,28.672044844,368,TX,Eagle Heights #4,M1620023
-100.484619942,28.671328633,369,TX,Eagle Heights #1,M1620020
-100.483364567,28.664813811,370,TX,La Herradura,M1620037
-100.479827284,28.6692238900001,371,TX,Eagle Heights #3,M1620022
-100.435421431,28.6673753590001,372,TX,Rockaway Country Sites,M1620059
-100.417758256,28.6506350780001,373,TX,Chula Vista 1-5,M1620013
-100.479069684,28.6669379840001,374,TX,Eagle Heights #2,M1620021
-100.43156613,28.655492703,375,TX,El Pueblo Nuevo,M1620025
-100.421449587,28.6562961390001,376,TX,Chula Vista School Block,M1620014
-100.42198814,28.6385262200001,377,TX,Loma Linda #1,M1620044
-100.43215411,28.634983699,378,TX,Los Guajillos Subd.,M1620050
-100.416056297,28.631450611,379,TX,Loma Linda #2,M1620045
-100.432268721,28.629729388,380,TX,Border Housing Unit #1,M1620007
-100.420552199,28.626797755,381,TX,Loma Linda #4,M1620047
-100.423991464,28.626782258,382,TX,Loma Linda #5,M1620048
-99.372255991,27.4899133590001,383,TX,San Carlos #1,M2400051
-99.3861605819999,27.489381462,384,TX,Los Altos,M2400024
-99.366532384,27.4896706430001,385,TX,Ranchitos 359 East,M2400039
-99.379360251,27.4894205300001,386,TX,Tanquecitos South Acres,M2400054
-99.368093851,27.489634693,387,TX,San Carlos #2,M2400052
-99.425141023,27.48807171,388,TX,Old Milwaukee West,M2400035
-99.42207561,27.4878023370001,389,TX,Old Milwaukee East,M2400034
-99.382245368,27.4818903400001,390,TX,D-5 Acres,M2400009
-99.09161054,27.4514471680001,391,TX,Aguilares Acres,M2400004
-99.087570611,27.449514106,392,TX,Aguilares,M2400003
-99.017257924,27.4449109220001,393,TX,Ranchitos Los Veteranos,M2400047
-99.0000416729999,27.440294254,394,TX,Mirando City,M2400031
-99.0029840399999,27.4363554930001,395,TX,Mirando City Addition,M2400032
-99.486060675,27.4024019400001,396,TX,One River Place,M2400036
-99.4370989179999,27.3991505400001,397,TX,La Presa,M2400017
-99.4921350179999,27.364764043,398,TX,Rio Bravo,M2400057
-99.4918036729999,27.3629277910001,399,TX,Rio Bravo Annex,M2400058
-99.4987584259999,27.331790353,400,TX,El Cenizo Subd. #1-5,M2400011
-101.559704199,29.808245175,401,TX,"Langtry, Texas",M2330015
-101.172388859,29.6845619960001,402,TX,Town of Comstock,M2330011
-100.972489984,29.5781820940001,403,TX,Rough Canyon,M2330010
-101.170362613,29.527451758,404,TX,Box Canyon Estates,M2330002
-101.168463778,29.5145976250001,405,TX,Amistad Acres,M2330001
-100.948311409,29.457240756,406,TX,Lake View Addition,M2330004
-100.946359491,29.428455,407,TX,Los Campos #3 & 4,M2330005
-100.922029845,29.4262190700001,408,TX,"Los Campos #1,2 & 5",M2330016
-100.826123854,29.3736460600001,409,TX,Val Verde Park #2,M2330013
-100.835450578,29.373397421,410,TX,Val Verde Park,M2330012
